alarm_id,incident_description,network_region,technology_type,severity,outage_duration,device_vendor,resolution_notes,timestamp,service_impact,alarm_type,affected_subscribers,resolution_time_minutes,recurrence_count
ALM-2023-00009,Incorrect ACL configuration pushed to 20 Ericsson routers in East via automated provisioning. Management plane traffic blocked causing loss of visibility to 20 network elements. Emergency rollback executed via out-of-band console access.,East,Fiber,P1-Critical,106,Cisco,Restored fiber cut using emergency splice. Reconfigured DWDM parameters. Implemented enhanced physical layer monitoring with OTDR alerts. SLA credit issued to affected customers.,2023-05-13T11:40:20,Roaming Services,Hardware Failure,64799,142,2
ALM-2024-00389,Core network signaling storm from 12 IoT devices in East entering simultaneous TAU cycles. MME/AMF overloaded causing 48% attach rejection rate. Emergency rate limiting applied to prevent total core collapse.,South,4G-LTE,P2-High,78,Nokia,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2023-05-20T08:48:43,Roaming Services,Hardware Failure,54386,158,0
ALM-2024-00309,BGP route policy misconfiguration in South caused 49K prefixes to be inadvertently withdrawn. Internet traffic blackholed for 400 minutes. Customer escalations: 120802 broadband users reported total connectivity loss.,East,3G-UMTS,P4-Low,46,Cisco,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2023-05-20T19:32:38,VoLTE,Software Bug,7853,128,8
ALM-2023-00002,Power supply unit failure in East outdoor macro cell cabinet. Generator backup activated but fuel exhaustion after 25 hours caused site blackout. 16 collocated operators affected. TSSR dispatched for emergency repair.,West,MPLS,P3-Medium,98,Ericsson,Restarted affected network function instances. Applied configuration correction. Root cause analysis completed and design fix scheduled for next maintenance window.,2023-05-21T04:24:50,Enterprise VPN,Sync Loss,85459,192,4
ALM-2023-00140,Battery backup degradation on 31 East BTS sites. Float charge voltage below threshold causing premature cutoff during grid outage. Preventive maintenance schedule requires immediate overhaul of UPS systems.,North,SD-WAN,P2-High,25,Nokia,Executed RF parameter optimization using SON toolset. Adjusted antenna tilt by 8 degrees. Activated neighbor cell load balancing. Service KPIs returned to baseline within 228 minutes.,2023-05-21T10:27:06,"SMS, Voice Calls",Software Bug,31608,26,4
ALM-2023-00079,4 gNB nodes in East region reporting X2 interface failures after firmware upgrade to 20.Q2. UE attach success rate dropped from 98% to 65%. Engineers observed increased RRC connection rejections. Root cause identified as misconfigured AMF pool configuration post-upgrade.,North,SD-WAN,P4-Low,15,Huawei,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2023-05-23T15:57:07,"Video Streaming, Data Sessions",Power Failure,39541,26,0
ALM-2023-00026,CU-DU functional split failure on 30 distributed 5G nodes in Central. F1 interface went down due to transport network IP route withdrawal. Mid-haul link between CU and DU lost for 24 minutes causing complete service disruption.,West,5G-NR,P2-High,20,Nokia,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2023-05-23T16:43:40,Data Sessions,Config Error,27115,52,6
ALM-2025-00475,PTP/IEEE-1588 grandmaster clock failure in Central synchronization hierarchy. Holdover mode activated on 40 slave clocks. Phase error accumulating at 85 ns/s. 5G NR TDD frame alignment at risk after 191 minutes without reference.,East,4G-LTE,P4-Low,21,Cisco,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2023-05-29T15:50:41,Roaming Services,Transport Failure,16719,45,6
ALM-2023-00027,Incorrect ACL configuration pushed to 45 Nokia routers in North via automated provisioning. Management plane traffic blocked causing loss of visibility to 45 network elements. Emergency rollback executed via out-of-band console access.,South,SD-WAN,P1-Critical,154,Huawei,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2023-06-02T04:19:24,"Enterprise VPN, Roaming Services, Voice Calls",Link Down,118887,371,1
ALM-2023-00110,Fiber cut on backbone ring between South hub and metro aggregation node. APS (Automatic Protection Switching) triggered but secondary path showing 333ms additional latency. 8 enterprise circuits and 53862 mobile subscribers affected on dependent transport.,East,SD-WAN,P3-Medium,36,Ericsson,Applied emergency hotfix patch HF-1040 from vendor. Restarted UPF/SMF network functions. Verified PDU session establishment in staging environment before production rollout.,2023-06-02T05:59:26,"Video Streaming, Voice Calls",Capacity Overload,37218,48,3
ALM-2024-00335,Submarine cable EDFA failure causing signal degradation on North international link. Capacity reduced from 167Gbps to 55Gbps. Traffic rerouted via alternate cable system with 321ms additional round-trip delay.,East,SD-WAN,P1-Critical,100,Huawei,Executed RF parameter optimization using SON toolset. Adjusted antenna tilt by 13 degrees. Activated neighbor cell load balancing. Service KPIs returned to baseline within 364 minutes.,2023-06-03T14:42:45,Emergency Services,Config Error,170655,192,5
ALM-2023-00019,DWDM wavelength drift detected on South fiber span kilometer 302. OSNR degraded below threshold causing FEC errors to spike. Amplifier gain tilt compensation adjusted but optical power margin remains critically low.,East,MPLS,P4-Low,21,Juniper,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2023-06-05T00:49:26,"Roaming Services, Video Streaming",Interference,26368,35,8
ALM-2025-00437,ISIS adjacency loss between Central P-routers after planned IOS-XR upgrade. SPF recalculation loop detected causing micro-burst packet loss. ECMP paths became unequal triggering traffic imbalance across 32 interfaces.,West,SD-WAN,P4-Low,12,Cisco,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2023-06-05T01:26:29,"SMS, Roaming Services",Transport Failure,8505,13,3
ALM-2024-00328,Fiber cut on backbone ring between South hub and metro aggregation node. APS (Automatic Protection Switching) triggered but secondary path showing 312ms additional latency. 46 enterprise circuits and 129922 mobile subscribers affected on dependent transport.,North,Fiber,P3-Medium,29,Huawei,Applied emergency hotfix patch HF-3180 from vendor. Restarted UPF/SMF network functions. Verified PDU session establishment in staging environment before production rollout.,2023-06-07T17:16:15,Enterprise VPN,Hardware Failure,38112,43,5
ALM-2025-00491,Uplink PRB utilization exceeding 90% on 32 cells in North during peak traffic. Scheduler fairness degraded for edge UEs. Average throughput dropped 19%. Emergency capacity expansion through spectrum refarming initiated.,West,3G-UMTS,P4-Low,17,Cisco,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2023-06-08T06:38:42,"IoT Connectivity, Enterprise VPN",Capacity Overload,26215,30,0
ALM-2024-00315,Line card failure on Juniper core router in Central data center. Module 16/0 ejected due to ASIC thermal runaway at 107°C. Traffic failover to redundant linecard triggered 162ms packet loss event.,West,3G-UMTS,P1-Critical,179,Huawei,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2023-06-10T23:52:15,"SMS, Enterprise VPN",Software Bug,84246,481,6
ALM-2025-00425,ISIS adjacency loss between South P-routers after planned IOS-XR upgrade. SPF recalculation loop detected causing micro-burst packet loss. ECMP paths became unequal triggering traffic imbalance across 7 interfaces.,Central,3G-UMTS,P2-High,130,Cisco,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2023-06-11T07:03:17,"Enterprise VPN, Emergency Services, IoT Connectivity",Software Bug,122472,330,1
ALM-2024-00329,Incorrect ACL configuration pushed to 34 Cisco routers in South via automated provisioning. Management plane traffic blocked causing loss of visibility to 34 network elements. Emergency rollback executed via out-of-band console access.,East,5G-NR,P4-Low,32,Ericsson,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2023-06-13T17:21:51,"Video Streaming, IoT Connectivity",Power Failure,15862,37,5
ALM-2024-00230,PTP/IEEE-1588 grandmaster clock failure in North synchronization hierarchy. Holdover mode activated on 38 slave clocks. Phase error accumulating at 72 ns/s. 5G NR TDD frame alignment at risk after 37 minutes without reference.,West,4G-LTE,P1-Critical,38,Juniper,Restored fiber cut using emergency splice. Reconfigured DWDM parameters. Implemented enhanced physical layer monitoring with OTDR alerts. SLA credit issued to affected customers.,2023-06-13T23:12:06,"VoLTE, Emergency Services",Power Failure,118796,51,3
ALM-2024-00350,Segment routing MPLS path computation failure in Central SR-TE domain. PCE-server connectivity lost due to TLS certificate expiry. 37 critical traffic classes losing QoS guarantees. Enterprise SLA breached.,West,4G-LTE,P4-Low,26,Ericsson,Restarted affected network function instances. Applied configuration correction. Root cause analysis completed and design fix scheduled for next maintenance window.,2023-06-17T21:20:52,Data Sessions,Authentication Failure,20690,48,4
ALM-2023-00150,Incorrect ACL configuration pushed to 39 Cisco routers in West via automated provisioning. Management plane traffic blocked causing loss of visibility to 39 network elements. Emergency rollback executed via out-of-band console access.,North,5G-NR,P2-High,26,Ericsson,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2023-06-18T08:58:12,"SMS, IoT Connectivity, Emergency Services",Hardware Failure,55566,67,5
ALM-2024-00263,Fiber cut on backbone ring between North hub and metro aggregation node. APS (Automatic Protection Switching) triggered but secondary path showing 117ms additional latency. 46 enterprise circuits and 135321 mobile subscribers affected on dependent transport.,North,3G-UMTS,P1-Critical,87,Juniper,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2023-06-26T05:37:24,"Emergency Services, VoLTE",Interference,100809,250,0
ALM-2024-00392,Uplink PRB utilization exceeding 90% on 22 cells in Central during peak traffic. Scheduler fairness degraded for edge UEs. Average throughput dropped 22%. Emergency capacity expansion through spectrum refarming initiated.,South,MPLS,P3-Medium,50,Nokia,Restored fiber cut using emergency splice. Reconfigured DWDM parameters. Implemented enhanced physical layer monitoring with OTDR alerts. SLA credit issued to affected customers.,2023-06-28T08:22:21,"Data Sessions, Video Streaming, Emergency Services",Transport Failure,1785,141,5
ALM-2024-00354,Line card failure on Ericsson core router in West data center. Module 4/0 ejected due to ASIC thermal runaway at 92°C. Traffic failover to redundant linecard triggered 303ms packet loss event.,South,Fiber,P2-High,120,Nokia,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2023-06-28T13:47:21,"SMS, Roaming Services",Power Failure,61730,125,4
